"asset_tag","model_category","model","model.display_name","assigned_to","install_status","ci"
"A0000683064","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4042631","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","anc-es-m2a-bkp-1"
"A0004524109","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-acc-idf09-02"
"A0004529125","Network Gear","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","","In use","TAA-AP-L1-21"
"4235722","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t1a-2-FJC2324E086"
"A0000681148","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4346047","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","mid-es-l3-1-FJC2333T08K"
"A0000682657","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000688381","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000681775","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4042658","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","chs-es-m4a-bkp-1"
"4709805","Network Gear","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rinindi-sdwan-mdf-02"
"A0000183260","Network Gear","Cisco Systems, Inc. Aironet 3500 Series AIR-CAP3502I-A-K9","Cisco Systems, Inc. Aironet 3500 Series AIR-CAP3502I-A-K9","","In use",""
"A0000685050","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001462559","Network Gear","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","","In use","FRG-AP-L1-TCA04-102"
"A0000685118","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4716417","Network Gear","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","pazshdc-th-mpls-a"
"4308953","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t6g-1-FJB2339A02S"
"4346149","Network Gear","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","","In use",""
"A0001463016","Network Gear","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","","In use","INI-AP-L1-TCA28-5"
"A0001906459","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pfltasp-dis-mdf-02-FJC25201BRE"
"A0000680675","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000682944","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000683161","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4572033","Network Gear","F5 Networks BIG-IP vCMP Guest","F5 Networks BIG-IP vCMP Guest","","In use","pazshdcf5omnidmzprdg18-2-a-v"
"A0000687944","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690719","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000692662","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"4130052","Network Gear","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","","In use",""
"A0000680731","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000684331","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4572034","Network Gear","F5 Networks Z101","F5 Networks Z101","","In use","rricudcf5intprdf29-2-bv"
"A0000682994","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000688555","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000683483","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001646385","Network Gear","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93180YC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93180YC-FX3","","In use","rricmdc-aci-leaf-af60-49"
"A0000682943","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4572035","Network Gear","F5 Networks Z101","F5 Networks Z101","","In use","mid-f5-ltm-qa-2"
"A0000691157","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000686268","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4571626","Network Gear","F5 Networks Z101","F5 Networks Z101","","In use","pazshdcf5intprd2v"
"A0000680126","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4492526","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","mid-es-l3-1-FJC251010XM"
"A0000691805","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000686679","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000690214","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000681401","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4308650","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t6g-1"
"A0000692171","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"4235727","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t1a-2-FJC2324S0FM"
"A0000689034","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690961","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"4571627","Network Gear","F5 Networks Z101","F5 Networks Z101","","In use","priwsdrf5intprddc25v-1-a"
"C3737129","Network Gear","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","","In use","CNI-AP-L1-16"
"A0000180741","Network Gear","Avaya M3K AC Chassis","Avaya M3K AC Chassis","","In use",""
"A0000073537","Network Gear","Avaya M3K AC Chassis","Avaya M3K AC Chassis","","In use",""
"A0000694530","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0001647219","Network Gear","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93180YC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93180YC-FX3","","In use","rricmdc-aci-leaf-af61-50"
"4235688","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","gls-as-vdc-1-FJC2322E0DN"
"A0000631538","Network Gear","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48T-E","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48T-E","","In use",""
"A0000693620","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0001906318","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pfltasp-dis-mdf-02-FJC25201BPR"
"A0000693763","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000694164","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"4235764","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t1a-2-FJB2322A0HY"
"A0000687727","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0001906392","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pfltasp-dis-mdf-02-FJC252118NF"
"A0000689699","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000684937","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000688452","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690097","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"4050530","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","gls-as-vdc-1"
"A0000690398","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000693076","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000963719","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rcacoom-acc-idf2-01"
"A0000680210","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000689580","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000686355","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000688406","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000684584","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001906337","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pfltasp-dis-mdf-02"
"A0000687262","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000689359","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000683436","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000691947","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690354","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000694004","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000684086","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000694102","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0001462651","Network Gear","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","Cisco Systems, Inc. Aironet 2700 Series AIR-CAP2702E-B-K9","","In use","INI-AP-L1-TCA05-57"
"A0000687650","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000680386","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000691392","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000692689","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690216","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690895","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000961577","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rwvmoom-acc-mdf-01"
"4358934","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","mid-ds-l3-viznet-internet-1"
"A0000691602","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000691293","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000961557","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rcacoom-acc-mdf-02"
"A0000694147","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000694193","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000684350","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4235681","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","hfd-es-t1a-2-FJC2322S0NF"
"A0000687608","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000624417","Network Gear","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48PW-S","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48PW-S","","In use",""
"A0000687748","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000691964","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000624420","Network Gear","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48PW-S","Cisco Systems, Inc. Catalyst 3850 Series Switches WS-C3850-48PW-S","","In use",""
"A0000693247","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000690042","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000692322","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000686021","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000690728","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000692116","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000684054","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000693068","Network Gear","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","Cisco Systems, Inc. Catalyst 2960 Series WS-C2960-48TT-L","","In use",""
"A0000683003","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000682414","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
