SITE_CODE,CANONICAL_NAME,LOCATION_TYPE,CITY,STATE,COUNTRY,ADDRESS,BASE_IP,HERITAGE,STATUS,NET_TYPE,DATASET_VERSION,HOSTNAME_PREFIX,LATITUDE,LONGITUDE,REGION,FACILITY_OWNER,CSNA_SITE_NAME,NMS_PATH_FRAGMENT,NOTE
US_DFW_TX_CX,Dallas TX - Equinix,COLO,Dallas,TX,US,"Dallas, TX",,,Active,Cloud-Peering,v5.20,us-dfw-tx-ci,32.814,-96.87,South-Central,Equinix,,EQUINIX,Added v5.18 — renamed from US_DFW_TX_CI (_CI suffix incorrect for cloud exchange). Equinix cloud peering hub.
US_EDW_IL_CI,Edwardsville IL - WWT COLO,DR,Edwardsville,IL,US,"Edwardsville, IL",,,Active,DR,v5.20,us-edw-il-ci,,,Midwest,WWT,,,WWT Edwardsville DR site. NET_TYPE corrected v5.16 (was Cloud-Peering).
US_COM_MD_SP,Columbia MD - Coram,Coram,Columbia,MD,US,,,OMNICARE,Active,Corporate,v5.20,us-com-md-sp,,,Northeast,,,CORAM,
US_COS_SC_SP,Columbia SC - Coram,Coram,Columbia,SC,US,,,OMNICARE,Active,Corporate,v5.20,us-cos-sc-sp,,,Southeast,,,"CAREPLUS,CORAM",
US_MAL_PA_SP,Malvern PA - Coram,Coram,Malvern,PA,US,,,OMNICARE,Active,Corporate,v5.20,us-mal-pa-sp,,,Northeast,,,CORAM,
US_MAG_GA_SP,Marietta GA - Coram,Coram,Marietta,GA,US,,,OMNICARE,Active,Corporate,v5.20,us-mag-ga-sp,,,Southeast,,,CORAM,
US_MEN_MN_SP,Mendota Heights MN - Coram,Coram,Mendota Heights,MN,US,,,OMNICARE,Active,Corporate,v5.20,us-men-mn-sp,,,Midwest,,,CORAM,
US_SDG_CA_SP,San Diego CA - Coram,Coram,San Diego,CA,US,,,OMNICARE,Active,Corporate,v5.20,us-sdg-ca-sp,,,West,,,"CORAM,CAREPLUS",
US_AKR_OH_CO,Akron OH - Omnicare,Corporate,Akron,OH,US,"Akron, OH",,OMNICARE,Decom-Candidate,Corporate,v5.20,us-akr-oh-co,,,Midwest,Leased,,,
US_ALP_GA_CO,Alpharetta GA - Corporate,Corporate,Alpharetta,GA,US,,,CVS,Active,Corporate,v5.20,us-alp-ga-co,,,Southeast,Leased,,ACTIVE_HEALTH,
US_AMH_NY_CO,Amherst NY - Corporate,Corporate,Amherst,NY,US,,,CVS,Active,Corporate,v5.20,us-amh-ny-co,,,Northeast,Leased,,MERITAIN,
US_ANC_AK_CO,Anchorage AK - Corporate,Corporate,Anchorage,AK,US,,,CVS,Active,Corporate,v5.20,us-anc-ak-co,,,West,Leased,,MERITAIN,
US_ANM_MD_CO,Annapolis Junction MD - Corporate,Corporate,Annapolis Junction,MD,US,"9036 Junction Drive, Annapolis Junction, MD",,CVS,Active,Corporate,v5.20,us-anm-md-co,,,Northeast,Leased,,OMNICARE,
US_ARL_TX_CO,Arlington TX - Corporate,Corporate,Arlington,TX,US,,,CVS,Active,Corporate,v5.20,us-arl-tx-co,,,South-Central,Leased,,AETNA,
US_ASN_NC_CO,Asheville NC - Corporate,Corporate,Asheville,NC,US,"30 Garfield Street, Asheville, NC",,CVS,Active,Corporate,v5.20,us-asn-nc-co,,,Southeast,Leased,,RBO,
US_ATL_GA_CO_1,Atlanta GA - Corporate (56 Marietta),Corporate,Atlanta,GA,US,"56 Marietta Street NW, Atlanta, GA",,AETNA,Active,Corporate,v5.20,us-atl-ga-co,,,Southeast,Leased,,"SPECIALTY,QTS,WEST_CORP,AETNA",CO_1: 56 Marietta St NW (Aetna). Split from duplicate US_ATL_GA_CO in v5.15.
US_AUT_TX_CO,Austin TX - Corporate,Corporate,Austin,TX,US,,,CVS,Active,Corporate,v5.20,us-aut-tx-co,,,South-Central,Leased,,"OMNICARE,COVENTRY",
US_BTR_LA_CO,Baton Rouge LA - Corporate,Corporate,Baton Rouge,LA,US,,,CVS,Active,Corporate,v5.20,us-btr-la-co,,,Southeast,Leased,,AETNA,
US_BLO_MN_CO,Bloomington MN - Corporate,Corporate,Bloomington,MN,US,,,CVS,Active,Corporate,v5.20,us-blo-mn-co,,,Midwest,Leased,,CORP,
US_BOI_ID_CO,Boise ID - Corporate,Corporate,Boise,ID,US,,,CVS,Active,Corporate,v5.20,us-boi-id-co,,,West,Leased,,WFH,
US_BOS_MA_CO,Boston MA - Corporate,Corporate,Boston,MA,US,,,CVS,Active,Corporate,v5.20,us-bos-ma-co,,,Northeast,Leased,,"CAREPLUS,CAREPLUS2,CORP",
US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,Buffalo Grove,IL,US,,,CVS,Active,Corporate,v5.20,us-buf-il-co1,,,Midwest,Leased,,CORP,
US_CAR_NC_CO,Cary NC - Corporate,Corporate,Cary,NC,US,,,CVS,Active,Corporate,v5.20,us-car-nc-co,,,Southeast,Leased,,COVENTRY,
US_CRW_WV_CO,Charleston WV - Corporate,Corporate,Charleston,WV,US,,,CVS,Active,Corporate,v5.20,us-crw-wv-co,,,Southeast,Leased,,COVENTRY,
US_CHN_NC_CO,Charlotte NC - Corporate,Corporate,Charlotte,NC,US,"601 South Kings Drive, Charlotte, NC",,CVS,Active,Corporate,v5.20,us-chn-nc-co,,,Southeast,Leased,,CAREPLUS,
US_OSH_IL_CO,Chicago IL - Corporate,Corporate,Chicago,IL,US,,,CVS,Active,Corporate,v5.20,us-osh-il-co,,,Midwest,Leased,,AETNA,
US_CIN_OH_CO,Cincinnati OH - Corporate,Corporate,Cincinnati,OH,US,,,CVS,Active,Corporate,v5.20,us-cin-oh-co,,,Midwest,Leased,,"OMNICARE 1,OMNICARE 2",
US_COM_MD_CO,Columbia MD - Corporate,Corporate,Columbia,MD,US,"7150 Columbia Gateway Drive, Columbia, MD",,CVS,Active,Corporate,v5.20,us-com-md-co,,,Northeast,Leased,,CORAM,
US_COS_SC_CO,Columbia SC - Corporate,Corporate,Columbia,SC,US,"3250 Harden Street Extension, Columbia, SC",,CVS,Active,Corporate,v5.20,us-cos-sc-co,,,Southeast,Leased,,"CAREPLUS,CORAM",
US_CON_CA_CO,Concord CA - Corporate,Corporate,Concord,CA,US,"1401 Willow Pass Road, Concord, CA",,CVS,Active,Corporate,v5.20,us-con-ca-co,,,West,Leased,,,
US_CUR_RI_CO1,Cumberland RI - 100 Highland,Corporate,Cumberland,RI,US,"100 Highland Corporate Park Drive, Cumberland, RI",,CVS,Retired,Corporate,v5.20,us-cur-ri-co1,,,Northeast,Leased,,"DATA CENTER,2100 HIGHLAND CORP DRIVE,CORAM,200 HIGHLAND CORP DRIVE,100 SCENIC VIEW DRIVE",
US_CUR_RI_CO3,Cumberland RI - 1700 Highland,Corporate,Cumberland,RI,US,"1700 Highland Corporate Park Drive, Cumberland, RI",,CVS,Retired,Corporate,v5.20,us-cur-ri-co3,,,Northeast,Leased,,"DATA CENTER,2100 HIGHLAND CORP DRIVE,CORAM,200 HIGHLAND CORP DRIVE,100 SCENIC VIEW DRIVE",
US_CUR_RI_CO4,Cumberland RI - 400 Scenic View,Corporate,Cumberland,RI,US,"400 Scenic View Drive, Cumberland, RI",,CVS,Retired,Corporate,v5.20,us-cur-ri-co4,,,Northeast,Leased,,"DATA CENTER,2100 HIGHLAND CORP DRIVE,CORAM,200 HIGHLAND CORP DRIVE,100 SCENIC VIEW DRIVE",
US_CUR_RI_CO6,Cumberland RI - Corporate,Corporate,Cumberland,RI,US,"Highland Corporate Park Drive, Cumberland, RI",,CVS,Active,Corporate,v5.20,us-cur-ri-co6,,,Northeast,Leased,,"DATA CENTER,2100 HIGHLAND CORP DRIVE,CORAM,200 HIGHLAND CORP DRIVE,100 SCENIC VIEW DRIVE",
US_DEN_CO_CO,Denver CO - Corporate,Corporate,Denver,CO,US,"910 15th Street, Denver, CO",,AETNA,Active,Corporate,v5.20,us-den-co-co,,,West,Leased,,WEST_CORP,
US_DOW_IL_CO,Downers Grove IL - Corporate,Corporate,Downers Grove,IL,US,"3200 Highland Avenue, Downers Grove, IL",,AETNA,Active,Corporate,v5.20,us-dow-il-co,,,Midwest,Leased,,,
US_EAS_MI_CO,East Lansing MI - Corporate,Corporate,East Lansing,MI,US,"3100 West Road, East Lansing, MI",,CVS,Active,Corporate,v5.20,us-eas-mi-co,,,Midwest,Leased,,,
US_EDN_MN_CO,Edina MN - Corporate,Corporate,Edina,MN,US,"7700 France Avenue South, Edina, MN",,CVS,Active,Corporate,v5.20,us-edn-mn-co,,,Midwest,Leased,,VENDOR,
US_FAV_VA_CO,Falls Church VA - Corporate,Corporate,Falls Church,VA,US,,,CVS,Active,Corporate,v5.20,us-fav-va-co,,,Southeast,Leased,,INNOVATION_HEALTH,
US_FLO_KY_CO,Florence KY - Medcare,Corporate,Florence,KY,US,"350 Aristocrat Drive, Florence, KY",,CAREMARK,Decom-Candidate,Corporate,v5.20,us-flo-ky-co,,,Southeast,Leased,,,
US_FLN_NJ_CO,Florham Park NJ - Corporate,Corporate,Florham Park,NJ,US,,,CVS,Active,Corporate,v5.20,us-fln-nj-co,,,Northeast,Leased,,CORP,
US_FLT_TX_CO2,Flower Mound TX - Spinks Rd,Corporate,Flower Mound,TX,US,"Flower Mound, TX - Spinks Road",,CVS,Active,Corporate,v5.20,us-flt-tx-co2,,,South-Central,Leased,,SPECIALTY,
US_FRK_TN_CO,Franklin TN - Corporate,Corporate,Franklin,TN,US,,,CVS,Active,Corporate,v5.20,us-frk-tn-co,,,Southeast,Leased,,AETNA,
US_FRC_CA_CO,Fresno CA - Corporate,Corporate,Fresno,CA,US,"1385 East Shaw Avenue, Fresno, CA",,CVS,Active,Corporate,v5.20,us-frc-ca-co,,,West,Leased,,,
US_GLC_CT_CO,Glastonbury CT - Corporate,Corporate,Glastonbury,CT,US,,,CVS,Active,Corporate,v5.20,us-glc-ct-co,,,Northeast,Leased,,KELSER,
US_HAR_PA_CO,Harrisburg PA - Corporate,Corporate,Harrisburg,PA,US,"400 Market Street, Harrisburg, PA",,CVS,Active,Corporate,v5.20,us-har-pa-co,,,Northeast,Leased,,PENN DOT,
US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,Hartford,CT,US,"151 Farmington Avenue, Hartford, CT",,AETNA,Active,Corporate,v5.20,us-hfd-ct-co1,41.7637,-72.6851,Northeast,Leased,,,
US_HEI_IL_CO,Herrin IL - Omnicare,Corporate,Herrin,IL,US,"120 Lou Ann Drive, Herrin, IL",,OMNICARE,Decom-Candidate,Corporate,v5.20,us-hei-il-co,,,Midwest,Leased,,,
US_HPT_NC_CO,High Point NC - Corporate,Corporate,High Point,NC,US,,,CVS,Active,Corporate,v5.20,us-hpt-nc-co,,,Southeast,Leased,,"CORP,AETNA",
US_IRV_TX_CO,Irving TX - Corporate,Corporate,Irving,TX,US,"750 West John Carpenter Freeway, Irving, TX",,CVS,Active,Corporate,v5.20,us-irv-tx-co,32.814,-96.94,South-Central,Leased,,"CORP,AETNA",
US_JAX_FL_CO,Jacksonville FL - Corporate,Corporate,Jacksonville,FL,US,"9000 Southside Boulevard, Jacksonville, FL",,CVS,Active,Corporate,v5.20,us-jax-fl-co,,,Southeast,Leased,,"OMNICARE,AETNA",
US_LSG_MI_CO,Lansing MI - Corporate,Corporate,Lansing,MI,US,,,CVS,Active,Corporate,v5.20,us-lsg-mi-co,,,Midwest,Leased,,MERITAIN,
US_LAX_CA_CO,Los Angeles CA - Corporate,Corporate,Los Angeles,CA,US,"800 South Hope Street, Los Angeles, CA",,CVS,Active,Corporate,v5.20,us-lax-ca-co,,,West,Leased,,HGS,
US_SDF_KY_CO,Louisville KY - Corporate,Corporate,Louisville,KY,US,,,CVS,Active,Corporate,v5.20,us-sdf-ky-co,,,Southeast,Leased,,"AETNA,OMNICARE 2",
US_MIC_CT_CO,Middletown CT - Corporate,Corporate,Middletown,CT,US,"930 Middle Street, Middletown, CT",,CVS,Active,Corporate,v5.20,us-mic-ct-co,,,Northeast,Leased,,"AETNA DATACENTER,AETNA,CVS DATACENTER",
US_MON_PA_CO,Monroeville PA - Corporate,Corporate,Monroeville,PA,US,"105 Mall Boulevard (ExpoMart), Monroeville, PA",,CVS,Active,Call-Center,v5.20,us-mon-pa-co,,,Northeast,Leased,,SPECIALTY,"LOCATION_TYPE corrected Call-Center->Corporate 2026-07-16, confirmed by site owner (name was already correct)"
US_MTP_PA_CO,Moon Township PA - Corporate,Corporate,Moon Township,PA,US,,,CVS,Active,Corporate,v5.20,us-mtp-pa-co,,,Northeast,Leased,,CONVENTRY,
US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,Mount Prospect,IL,US,"1780 Wall Street, Mount Prospect, IL",,CVS,Active,Corporate,v5.20,us-mpr-il-co1,,,Midwest,Leased,,"PHARMACY,CALL CENTER",
US_NAS_TN_CO,Nashville TN - Corporate,Corporate,Nashville,TN,US,"1682 Elm Hill Pike, Nashville, TN, US",,CVS,Active,Call-Center,v5.20,us-nas-tn-co,,,Southeast,Leased,,OMNICARE,"LOCATION_TYPE corrected Call-Center->Corporate 2026-07-16, confirmed by site owner (name was already correct)"
US_NAL_OH_CO,New Albany OH - Corporate,Corporate,New Albany,OH,US,,,CVS,Active,Corporate,v5.20,us-nal-oh-co,,,Midwest,Leased,,AETNA,
US_NYC_NY_CO1,New York NY - Aetna Corporate,Corporate,New York,NY,US,"233 Spring Street, New York, NY",,AETNA,Active,Corporate,v5.20,us-nyc-ny-co1,,,Northeast,Leased,,"CAREPLUS,CORP,AETNA 2,AETNA",
US_NYC_NY_CO,New York NY - Corporate,Corporate,New York,NY,US,,,CVS,Active,Corporate,v5.20,us-nyc-ny-co,,,Northeast,Leased,,"CAREPLUS,CORP,AETNA 2,AETNA",
US_NEW_NJ_CO,Newark NJ - Corporate,Corporate,Newark,NJ,US,"48A Jones Street, Newark, NJ",,CVS,Active,Corporate,v5.20,us-new-nj-co,,,Northeast,Leased,,,
US_NOI_IL_CO,Northbrook IL - Corporate,Corporate,Northbrook,IL,US,"3100 Sanders Road, Northbrook, IL",,CVS,Active,Corporate,v5.20,us-noi-il-co,,,Midwest,Leased,,,
US_OKL_OK_CO1,Oklahoma City OK - Aetna Corporate,Corporate,Oklahoma City,OK,US,"777 NorthWest 63rd Street, Oklahoma City, OK 73116",,AETNA,Active,Corporate,v5.20,us-okl-ok-co1,,,South-Central,Leased,,"OMNICARE,AETNA",
US_OKL_OK_CO,Oklahoma City OK - Corporate,Corporate,Oklahoma City,OK,US,"SEQUOIA HEALTH SERVICES-OKLAHOMA, OKLAHOMA CITY ,OK, US",,CVS,Active,Corporate,v5.20,us-okl-ok-co,,,South-Central,Leased,,"OMNICARE,AETNA",
US_OMN_NE_CO,Omaha NE - Corporate,Corporate,Omaha,NE,US,"11819 Miami Street, Omaha, NE,US",,CVS,Active,Corporate,v5.20,us-omn-ne-co,,,Midwest,Leased,,,
US_ORL_FL_CO,Orlando FL - Corporate,Corporate,Orlando,FL,US,,,CVS,Active,Distribution,v5.20,us-orl-fl-co,,,Southeast,Leased,,"CALL CENTER,SPECIALTY,AETNA,DISTRIBUTION CENTER","LOCATION_TYPE corrected Distribution->Corporate 2026-07-16, confirmed by site owner (name was already correct)"
US_PAR_NJ_CO,Parsippany NJ - Corporate,Corporate,Parsippany,NJ,US,"9 Entin Road, Parsippany, NJ",,AETNA,Active,Corporate,v5.20,us-par-nj-co,,,Northeast,Leased,,,
US_PHL_PA_CO,Philadelphia PA - Corporate,Corporate,Philadelphia,PA,US,"1117 Walnut Street, Philadelphia, PA",,CVS,Active,Corporate,v5.20,us-phl-pa-co,,,Northeast,Leased,,CAREPLUS,
US_PIT_PA_CO2,Pittsburgh PA - PSS Corp,Corporate,Pittsburgh,PA,US,"620 Epsilon Drive, Pittsburgh, PA 15238",,CVS,Active,Corporate,v5.20,us-pit-pa-co2,,,Northeast,Leased,,"OMNICARE,CORP",
US_PLF_FL_CO,Plantation FL - Corporate,Corporate,Plantation,FL,US,,,CVS,Active,Corporate,v5.20,us-plf-fl-co,,,Southeast,Leased,,"CALL CENTER,AETNA",
US_PLY_MN_CO,Plymouth MN - Corporate,Corporate,Plymouth,MN,US,,,CVS,Active,Corporate,v5.20,us-ply-mn-co,,,Midwest,Leased,,MERITAIN,
US_RIC_TX_CO1,Richardson TX - Collins,Corporate,Richardson,TX,US,"909 E Collins Blvd, Richardson, TX",,CAREMARK,Active,Corporate,v5.20,us-ric-tx-co1,,,South-Central,Leased,,MEDHOK,
US_RIV_VA_CO,Richmond VA - Corporate,Corporate,Richmond,VA,US,"2015 Staples Mill Road, Richmond, VA",,CVS,Active,Corporate,v5.20,us-riv-va-co,,,Southeast,Leased,,"OMNICARE,ANTHEM",
US_STL_MO_CO,Saint Louis MO - Corporate,Corporate,Saint Louis,MO,US,"1831 Chestnut Street, Saint Louis, MO",,CVS,Active,Corporate,v5.20,us-stl-mo-co,,,Midwest,Leased,,,
US_SAN_UT_CO,Sandy UT - Corporate,Corporate,Sandy,UT,US,"10150 South Centennial Parkway, Sandy, UT",,CVS,Active,Corporate,v5.20,us-san-ut-co,,,West,Leased,,CONDUENT 2,
US_SCO_AZ_CO3,Scottsdale AZ - Shea Campus,Corporate,Scottsdale,AZ,US,"9501 East Shea Boulevard, Scottsdale, AZ",,CVS,Active,Corporate,v5.20,us-sco-az-co3,,,West,Leased,,"Shea,RETAIL DR,not named correctly,LAB,NON-SEC",
US_SCR_PA_CO,Scranton PA - Corporate,Corporate,Scranton,PA,US,"2400 Stafford Avenue, Scranton, PA",,CVS,Active,Corporate,v5.20,us-scr-pa-co,,,Northeast,Leased,,,
US_SMF_RI_CO,Smithfield RI - Corporate,Corporate,Smithfield,RI,US,"935 Douglas Pike, Smithfield, RI",,CVS,Active,Corporate,v5.20,us-smf-ri-co,,,Northeast,Leased,,BUSINESS INTEGRATION CENTER,
US_SOL_OH_CO,Solon OH - Corporate,Corporate,Solon,OH,US,"29100 Aurora Road, Solon, OH",,CVS,Active,Corporate,v5.20,us-sol-oh-co,,,Midwest,Leased,,,
US_SOU_MI_CO,Southfield MI - Corporate,Corporate,Southfield,MI,US,,,CVS,Active,Corporate,v5.20,us-sou-mi-co,,,Midwest,Leased,,AETNA,
US_SPS_SC_CO,Spartanburg SC - Corporate,Corporate,Spartanburg,SC,US,,,CVS,Active,Corporate,v5.20,us-sps-sc-co,,,Southeast,Leased,,OMNICARE 2,
US_SPO_WA_CO,Spokane WA - Corporate,Corporate,Spokane,WA,US,,,CVS,Active,Corporate,v5.20,us-spo-wa-co,,,West,Leased,,OMNICARE 2,
US_TUA_OR_CO,Tualatin OR - Corporate,Corporate,Tualatin,OR,US,,,CVS,Active,Corporate,v5.20,us-tua-or-co,,,West,Leased,,WELL PARTNER,
US_WDC_DC_CO,Washington DC - Corporate,Corporate,Washington,DC,US,,,CVS,Active,Corporate,v5.20,us-wdc-dc-co,,,Southeast,Leased,,"CORP,AETNA,CAREPLUS",
US_WEL_MA_CO1,Wellesley MA - Aetna Corporate,Corporate,Wellesley,MA,US,"93 Worcester Street, Wellesley, MA 02481",,AETNA,Active,Corporate,v5.20,us-wel-ma-co1,,,Northeast,Leased,,"AETNA,CORP",
US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,Wilkes-Barre,PA,US,"1 Great Valley Boulevard, Wilkes-Barre, PA",,CVS,Active,Corporate,v5.20,us-wip-pa-co,,,Northeast,Leased,,,
US_WOC_CA_CO,Woodland Hills CA - Corporate,Corporate,Woodland Hills,CA,US,"21215 Burbank Boulevard, Woodland Hills, CA",,CVS,Active,Corporate,v5.20,us-woc-ca-co,,,West,Leased,,,
US_WOR_RI_CO1,Woonsocket RI - 1026 Park East,Corporate,Woonsocket,RI,US,"1026 Park East Drive, Woonsocket, RI",,CVS,Retired,Corporate,v5.20,us-wor-ri-co1,,,Northeast,Leased,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_WOR_RI_CO2,Woonsocket RI - 475 Park East,Corporate,Woonsocket,RI,US,"475 Park East Drive, Woonsocket, RI",,CVS,Retired,Corporate,v5.20,us-wor-ri-co2,,,Northeast,Leased,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_WOR_RI_CO3,Woonsocket RI - 50 Fortin Drive,Corporate,Woonsocket,RI,US,"50 Fortin Drive, Woonsocket, RI",,CVS,Retired,Corporate,v5.20,us-wor-ri-co3,,,Northeast,Leased,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_WOR_RI_CO4,Woonsocket RI - Corporate,Corporate,Woonsocket,RI,US,"1 CVS Drive, Woonsocket, RI",,CVS,Active,Corporate,v5.20,us-wor-ri-co4,,,Northeast,Leased,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_PHL_PA_DR,Philadelphia PA - SunGard DR,DR,Philadelphia,PA,US,"Philadelphia, PA",,,Active,DR,v5.20,us-phl-pa-dr,,,Northeast,SunGard,,CAREPLUS,SunGard Philadelphia DR site. Status corrected v5.16 — prior Retired had no audit trail.
US_SPK_NV_CI,Sparks NV - Switch TRE,DR,Sparks,NV,US,"1 Superloop Circle, Sparks, NV",,,Active,DR,v5.20,us-spk-nv-ci,39.5349,-119.7527,West,Switch,,AETNA,
US_WAT_MA_DR,Watertown MA - Retail DR,DR,Watertown,MA,US,"Watertown, MA",,,Active,DR,v5.20,us-wat-ma-dr,,,Northeast,CVS-Owned,,RETAIL DR,
US_WDB_NJ_CI,Woodbridge NJ - Iron Mountain,DR,Woodbridge,NJ,US,"Woodbridge, NJ - Iron Mountain",,,Retired,DR,v5.20,us-wdb-nj-ci,,,Northeast,Iron-Mountain,,,Retired v5.16 — duplicate of US_WDB_NJ_DR. Canonical entry is US_WDB_NJ_DR.
US_WDB_NJ_DR,Woodbridge NJ - Iron Mountain DR,DR,Woodbridge,NJ,US,"Woodbridge, NJ",,CVS,Active,DR,v5.20,us-wdb-nj-dr,,,Northeast,Iron-Mountain,,,Iron Mountain Woodbridge DR. NET_TYPE corrected v5.16 (was DataCenter).
US_WOO_RI_DR,Woonsocket RI - PBM DR,DR,Woonsocket,RI,US,"Woonsocket, RI",,,Active,DR,v5.20,us-woo-ri-dr,,,Northeast,CVS-Owned,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_ATL_GA_DC,Atlanta GA - Aetna DC,DataCenter,Atlanta,GA,US,"Atlanta, GA",,SWITCH,Active,DataCenter,v5.20,us-atl-ga-dc,33.749,-84.388,Southeast,Switch,,"SPECIALTY,QTS,WEST_CORP,AETNA",
US_CDT_NJ_DR,Carlstadt NJ - SunGard DR,DR,Carlstadt,NJ,US,"Carlstadt, NJ",,,Active,DR,v5.20,us-cdt-nj-dr,,,Northeast,CVS-Owned,,DR,SunGard Carlstadt DR site. Status corrected v5.16 — prior Retired had no audit trail.
US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,Cumberland,RI,US,"2100 Highland Corporate Park Drive, Cumberland, RI",,CVS,Active,DataCenter,v5.20,us-cur-ri-dc,41.9776,-71.3984,Northeast,CVS-Owned,,"DATA CENTER,2100 HIGHLAND CORP DRIVE,CORAM,200 HIGHLAND CORP DRIVE,100 SCENIC VIEW DRIVE",
US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,Las Vegas,NV,US,"5660 West Badura Avenue, Las Vegas, NV",,,Active,DataCenter,v5.20,us-lvg-nv-ci,36.1147,-115.1726,West,Switch,,"SPECIALTY,OMNICARE,Call Center,DATACENTER",
US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,Middletown,CT,US,"930 Middle Street, Middletown, CT",,AETNA,Active,DataCenter,v5.20,us-mic-ct-dc,41.5623,-72.6506,Northeast,Aetna-Owned,,"AETNA DATACENTER,AETNA,CVS DATACENTER",
US_PHX_AZ_DC,Phoenix AZ - Aetna DC,DataCenter,Phoenix,AZ,US,"4025 East Cotton Center Boulevard, Phoenix, AZ",,AETNA,Active,DataCenter,v5.20,us-phx-az-dc,33.3945,-111.976,West,Aetna-Owned,,"Customer Care,CAREPLUS,AETNA,AETNA 2,DATACENTER",
US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,Scottsdale,AZ,US,"9501 East Shea Boulevard, Scottsdale, AZ 85260",,CVS,Active,DataCenter,v5.20,us-sco-az-dc,33.5858,-111.878,West,CVS-Owned,,"Shea,RETAIL DR,not named correctly,LAB,NON-SEC",
US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,Windsor,CT,US,"570 Pigeon Hill Road, Windsor, CT",,AETNA,Active,DataCenter,v5.20,us-win-ct-dc,41.8526,-72.644,Northeast,Aetna-Owned,,"AETNA,DATACENTER",
US_WOI_IL_DC,Wood Dale IL - CVS DC,DataCenter,Wood Dale,IL,US,"Wood Dale, IL",,CVS,Retired,DataCenter,v5.20,us-woi-il-dc,,,Midwest,CVS-Owned,,,
US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,Woonsocket,RI,US,"1 CVS Drive, Woonsocket, RI",,CVS,Active,DataCenter,v5.20,us-wor-ri-dc,42.0021,-71.5148,Northeast,CVS-Owned,,"1 CVS,PBM DR,HQ,400 FOUNDERS DRIVE,50 FORTIN DRIVE",
US_AUG_GA_RD,Augusta GA - Distribution Center,Distribution,Augusta,GA,US,,,CVS,Active,Distribution,v5.20,us-aug-ga-rd,,,Southeast,Leased,,,
US_BEE_SC_RD,Beech Island (North Augusta) SC - Distribution Center,Distribution,Beech Island,SC,US,,,CVS,Active,Distribution,v5.20,us-bee-sc-rd,,,Southeast,Leased,,,
US_COT_TX_RD,Conroe TX - Distribution Center,Distribution,Conroe,TX,US,,,CVS,Active,Distribution,v5.20,us-cot-tx-rd,,,South-Central,Leased,,DISTRIBUTION CENTER,
US_ENT_TX_RD,Ennis TX - Distribution Center,Distribution,Ennis,TX,US,,,CVS,Active,Distribution,v5.20,us-ent-tx-rd,,,South-Central,Leased,,DISTRIBUTION CENTER,
US_FRV_VA_RD,Fredericksburg VA - Distribution Center,Distribution,Fredericksburg,VA,US,,,CVS,Active,Distribution,v5.20,us-frv-va-rd,,,Southeast,Leased,,,
US_GLA_KY_RD,Glasgow KY - Distribution Center,Distribution,Glasgow,KY,US,,,CVS,Active,Distribution,v5.20,us-gla-ky-rd,,,Southeast,Leased,,DISTRIBUTION CENTER,
US_HNL_HI_RD,Honolulu HI - Distribution Center,Distribution,Honolulu,HI,US,"3375 Koapaka Street, Honolulu, HI 96819-1800",,CVS,Retired,Distribution,v5.20,us-hnl-hi-rd,,,West,Leased,,"MAIL ORDER,SPECIALTY2",Misclassified as Distribution. Caremark ops reclassified as US_HNL_HI_CO.
US_HNL_HI_CO_2,Honolulu HI - Corporate (Koapaka),Corporate,,,,3375 Koapaka Street,,CVS,Active,Corporate,v5.20,,,,,,,,CO_2: 3375 Koapaka St (CVS/Caremark). Split from duplicate US_HNL_HI_CO in v5.15.
US_HOU_TX_RD,Houston TX - Distribution Center,Distribution,Houston,TX,US,,,CVS,Active,Distribution,v5.20,us-hou-tx-rd,,,South-Central,Leased,,DC,
US_INI_IN_RD,Indianapolis IN - Distribution Center,Distribution,Indianapolis,IN,US,"7590 Empire Drive, Indianapolis, IN",,CVS,Active,Distribution,v5.20,us-ini-in-rd,,,Midwest,Leased,,"OMNICARE,DISTRIBUTION CENTER",
US_JER_NJ_RD,Jersey City NJ - Distribution Center,Distribution,Jersey City,NJ,US,,,CVS,Active,Distribution,v5.20,us-jer-nj-rd,,,Northeast,Leased,,DISTCENTER,
